Date(MM/DD/YYYY),Time(hh:mm:ss),Timestamp(Ms),Temp(Raw),ACCELX,ACCELY,ACCELZ,MAGX,MAGY,MAGZ,Sats,HDOP,Latitude,Longitude,FixAge,DateUTC,TimeUTC,DateAge,Altitude,Course,Speed
07/11/2018,05:34:44,15225,0,1488.00,976.00,-4832.00,89.00,-10.00,-327.00,,,,,,,,,,,
07/11/2018,05:34:44,15241,0,1536.00,1120.00,-4912.00,85.00,-7.00,-323.00,,,,,,,,,,,
07/11/2018,05:34:44,15257,0,1504.00,928.00,-5040.00,85.00,-4.00,-318.00,,,,,,,,,,,
07/11/2018,05:34:44,15273,0,1280.00,1328.00,-4464.00,83.00,-3.00,-318.00,,,,,,,,,,,
07/11/2018,05:34:44,15289,0,912.00,1744.00,-3808.00,83.00,1.00,-317.00,,,,,,,,,,,
07/11/2018,05:34:44,15305,0,752.00,1792.00,-3984.00,81.00,-1.00,-318.00,,,,,,,,,,,
07/11/2018,05:34:44,15321,0,816.00,320.00,-3408.00,78.00,-4.00,-320.00,,,,,,,,,,,
07/11/2018,05:34:44,15337,0,864.00,368.00,-3200.00,73.00,-9.00,-325.00,,,,,,,,,,,
07/11/2018,05:34:44,15353,0,768.00,1200.00,-3488.00,67.00,-11.00,-324.00,,,,,,,,,,,
07/11/2018,05:34:44,15369,0,608.00,1696.00,-3424.00,55.00,-14.00,-323.00,,,,,,,,,,,
07/11/2018,05:34:44,15385,0,1008.00,1776.00,-3712.00,50.00,-13.00,-323.00,,,,,,,,,,,
07/11/2018,05:34:44,15401,0,752.00,1376.00,-3936.00,53.00,-13.00,-320.00,,,,,,,,,,,
07/11/2018,05:34:44,15417,0,752.00,1232.00,-3968.00,54.00,-13.00,-320.00,,,,,,,,,,,
07/11/2018,05:34:44,15433,0,832.00,1328.00,-3472.00,57.00,-11.00,-322.00,,,,,,,,,,,
07/11/2018,05:34:44,15449,0,832.00,1440.00,-2912.00,58.00,-10.00,-322.00,,,,,,,,,,,
07/11/2018,05:34:44,15465,0,1072.00,1344.00,-2896.00,60.00,-11.00,-322.00,,,,,,,,,,,
07/11/2018,05:34:44,15481,0,1136.00,1392.00,-3328.00,62.00,-11.00,-324.00,,,,,,,,,,,
07/11/2018,05:34:44,15497,0,800.00,1600.00,-3728.00,65.00,-13.00,-327.00,,,,,,,,,,,
07/11/2018,05:34:44,15513,0,544.00,1584.00,-3648.00,66.00,-14.00,-328.00,,,,,,,,,,,
07/11/2018,05:34:44,15529,0,800.00,1392.00,-3344.00,72.00,-16.00,-331.00,,,,,,,,,,,
07/11/2018,05:34:44,15545,0,1216.00,992.00,-3520.00,75.00,-18.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:44,15561,0,1664.00,848.00,-4000.00,79.00,-20.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:44,15577,0,1536.00,928.00,-4032.00,79.00,-20.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:44,15593,0,1584.00,672.00,-3648.00,81.00,-19.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15609,0,2032.00,400.00,-3552.00,86.00,-19.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:44,15625,0,2016.00,720.00,-3472.00,87.00,-18.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15641,0,1888.00,912.00,-3408.00,89.00,-19.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:44,15658,0,1776.00,960.00,-3264.00,92.00,-17.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:44,15674,0,1824.00,864.00,-2992.00,94.00,-19.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15691,0,2112.00,832.00,-3136.00,98.00,-15.00,-322.00,,,,,,,,,,,
07/11/2018,05:34:44,15707,0,2048.00,1008.00,-3184.00,95.00,-18.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15724,0,1840.00,1056.00,-3104.00,96.00,-17.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15740,0,2112.00,1008.00,-3184.00,98.00,-18.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:44,15757,0,2208.00,912.00,-3376.00,98.00,-18.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:44,15773,0,2048.00,848.00,-3328.00,97.00,-21.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:44,15789,0,2192.00,672.00,-3264.00,100.00,-19.00,-334.00,,,,,,,,,,,
07/11/2018,05:34:44,15805,0,2240.00,592.00,-3312.00,98.00,-22.00,-337.00,,,,,,,,,,,
07/11/2018,05:34:45,15821,42,2256.00,496.00,-3408.00,99.00,-24.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:45,15837,42,2288.00,560.00,-3600.00,100.00,-23.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:45,15853,42,2272.00,480.00,-3424.00,100.00,-21.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:45,15869,42,2144.00,336.00,-3136.00,101.00,-24.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:45,15885,42,2048.00,496.00,-3056.00,103.00,-23.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:45,15901,42,2224.00,480.00,-3040.00,106.00,-28.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:45,15917,42,2544.00,448.00,-3472.00,107.00,-29.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:45,15933,42,2416.00,400.00,-3184.00,108.00,-30.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:45,15949,42,2256.00,528.00,-2960.00,108.00,-32.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:45,15965,42,2496.00,880.00,-2848.00,108.00,-33.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:45,15981,42,2656.00,288.00,-3216.00,110.00,-35.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:45,15997,42,2784.00,80.00,-3440.00,111.00,-37.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:45,16013,42,2688.00,-32.00,-3088.00,110.00,-38.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:45,16029,42,2496.00,-16.00,-2832.00,111.00,-38.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16045,42,2544.00,32.00,-3040.00,109.00,-39.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:45,16061,42,2576.00,-32.00,-3024.00,113.00,-39.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:45,16077,42,2544.00,-80.00,-2960.00,112.00,-43.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:45,16093,42,2800.00,-176.00,-3040.00,112.00,-43.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16109,42,2672.00,208.00,-3184.00,114.00,-44.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16125,42,2768.00,48.00,-3104.00,112.00,-43.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16141,42,2512.00,80.00,-2960.00,114.00,-44.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16157,42,2736.00,128.00,-3248.00,116.00,-38.00,-339.00,,,,,,,,,,,
07/11/2018,05:34:45,16173,42,2576.00,-32.00,-2848.00,116.00,-46.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16189,42,2688.00,48.00,-2832.00,116.00,-44.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16205,42,2816.00,96.00,-3056.00,115.00,-48.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16221,42,2928.00,-192.00,-2864.00,116.00,-46.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16237,42,2736.00,256.00,-3184.00,117.00,-43.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16253,42,2992.00,320.00,-3040.00,120.00,-42.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:45,16269,42,2912.00,336.00,-2384.00,117.00,-44.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16285,42,3040.00,32.00,-2672.00,118.00,-45.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16301,42,2896.00,320.00,-2880.00,117.00,-48.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16317,42,2544.00,352.00,-2672.00,117.00,-48.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16333,42,2880.00,208.00,-2672.00,118.00,-48.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16349,42,2848.00,48.00,-2752.00,120.00,-47.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:45,16365,42,3168.00,96.00,-2896.00,118.00,-47.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16381,42,3136.00,320.00,-2768.00,118.00,-46.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16397,42,2976.00,272.00,-2512.00,115.00,-47.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16413,42,2944.00,208.00,-2560.00,115.00,-49.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16429,42,3200.00,288.00,-2960.00,115.00,-47.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16445,42,2928.00,304.00,-2704.00,116.00,-48.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:45,16461,42,2992.00,288.00,-2592.00,115.00,-49.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16477,42,3072.00,400.00,-2624.00,115.00,-51.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16493,42,3184.00,464.00,-2896.00,113.00,-50.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16509,42,3008.00,480.00,-2608.00,115.00,-49.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16525,42,3088.00,384.00,-2592.00,115.00,-50.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16541,42,3728.00,512.00,-2576.00,118.00,-50.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16557,42,3056.00,448.00,-2400.00,117.00,-53.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16573,42,3056.00,496.00,-2400.00,118.00,-52.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:45,16589,42,3232.00,384.00,-2416.00,120.00,-53.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:45,16605,42,3168.00,416.00,-2416.00,121.00,-53.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:46,16621,50,3152.00,416.00,-2304.00,122.00,-53.00,-348.00,,,,,,,,,,,
07/11/2018,05:34:46,16637,50,3168.00,304.00,-2224.00,122.00,-51.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:46,16653,50,3328.00,400.00,-2320.00,125.00,-51.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:46,16669,50,3344.00,496.00,-2240.00,128.00,-51.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16685,50,3344.00,224.00,-2176.00,129.00,-51.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:46,16701,50,3664.00,208.00,-2320.00,129.00,-51.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:46,16717,50,3072.00,208.00,-2016.00,132.00,-54.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:46,16733,50,3584.00,16.00,-1856.00,136.00,-57.00,-337.00,,,,,,,,,,,
07/11/2018,05:34:46,16749,50,4256.00,-1056.00,-2544.00,139.00,-60.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16765,50,4544.00,-528.00,-2624.00,140.00,-61.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16781,50,3504.00,-192.00,-2176.00,139.00,-62.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16797,50,3408.00,-64.00,-1904.00,137.00,-59.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16813,50,3408.00,-112.00,-1584.00,134.00,-54.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:46,16829,50,3312.00,0.00,-2064.00,130.00,-51.00,-346.00,,,,,,,,,,,
07/11/2018,05:34:46,16845,50,2672.00,-96.00,-624.00,125.00,-46.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16861,50,3184.00,400.00,-1840.00,124.00,-45.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:46,16877,50,3232.00,528.00,-2432.00,124.00,-42.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:46,16893,50,3376.00,528.00,-2368.00,123.00,-41.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:46,16909,50,3376.00,880.00,-2576.00,120.00,-38.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,16925,50,3424.00,672.00,-2400.00,117.00,-36.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,16941,50,3152.00,784.00,-2256.00,115.00,-36.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,16958,50,2864.00,1088.00,-2160.00,115.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,16974,50,3216.00,1056.00,-2416.00,116.00,-36.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:46,16991,50,2960.00,976.00,-2448.00,114.00,-36.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17007,50,3104.00,944.00,-2688.00,114.00,-37.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17023,50,3232.00,944.00,-2656.00,114.00,-37.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17039,50,3408.00,864.00,-2688.00,114.00,-36.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17055,50,3104.00,1040.00,-2352.00,114.00,-37.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:46,17071,50,3264.00,1104.00,-2288.00,115.00,-36.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17087,50,3040.00,1024.00,-2096.00,116.00,-37.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:46,17103,50,3088.00,1024.00,-2384.00,117.00,-37.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17119,50,3344.00,1072.00,-2624.00,118.00,-38.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17135,50,3088.00,1104.00,-2192.00,118.00,-36.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17151,50,3088.00,1136.00,-2096.00,118.00,-37.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:46,17167,50,3200.00,1040.00,-2144.00,117.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17183,50,3440.00,800.00,-2096.00,117.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17199,50,3136.00,1120.00,-1984.00,123.00,-29.00,-335.00,,,,,,,,,,,
07/11/2018,05:34:46,17215,50,3040.00,1216.00,-2000.00,116.00,-34.00,-340.00,,,,,,,,,,,
07/11/2018,05:34:46,17231,50,3168.00,1216.00,-2160.00,116.00,-35.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17247,50,3248.00,1152.00,-2240.00,114.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17263,50,3152.00,1168.00,-2208.00,115.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17279,50,3104.00,1472.00,-2272.00,113.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17295,50,3136.00,1440.00,-2400.00,114.00,-34.00,-340.00,,,,,,,,,,,
07/11/2018,05:34:46,17311,50,3328.00,1360.00,-2336.00,112.00,-37.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:46,17327,50,3376.00,1040.00,-2864.00,113.00,-35.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:46,17343,50,3136.00,1536.00,-2448.00,113.00,-36.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:46,17359,50,3088.00,1840.00,-2352.00,111.00,-35.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:46,17375,50,3104.00,1472.00,-2288.00,113.00,-36.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:46,17391,50,3232.00,1344.00,-2192.00,113.00,-37.00,-340.00,,,,,,,,,,,
07/11/2018,05:34:46,17407,50,2960.00,1216.00,-2032.00,110.00,-36.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17423,54,2816.00,1456.00,-2096.00,111.00,-37.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17439,54,3040.00,1248.00,-2240.00,110.00,-37.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17455,54,3056.00,1312.00,-2416.00,109.00,-38.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:47,17471,54,3072.00,1232.00,-2464.00,107.00,-38.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17487,54,3008.00,1392.00,-2480.00,109.00,-38.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17503,54,3120.00,1552.00,-2416.00,110.00,-38.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:47,17519,54,3104.00,1568.00,-2416.00,110.00,-37.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17535,54,3200.00,1168.00,-3024.00,110.00,-38.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:47,17551,54,3264.00,1504.00,-2480.00,111.00,-34.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:47,17567,54,3072.00,1632.00,-2384.00,116.00,-26.00,-328.00,,,,,,,,,,,
07/11/2018,05:34:47,17583,54,3168.00,1552.00,-2352.00,111.00,-31.00,-340.00,,,,,,,,,,,
07/11/2018,05:34:47,17599,54,2992.00,1600.00,-2192.00,112.00,-31.00,-339.00,,,,,,,,,,,
07/11/2018,05:34:47,17615,54,3104.00,1632.00,-2160.00,112.00,-30.00,-337.00,,,,,,,,,,,
07/11/2018,05:34:47,17631,54,3072.00,1456.00,-2032.00,111.00,-30.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:47,17647,54,2864.00,1632.00,-1856.00,112.00,-29.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:47,17663,54,2960.00,1680.00,-2032.00,114.00,-28.00,-337.00,,,,,,,,,,,
07/11/2018,05:34:47,17679,54,3680.00,256.00,-3152.00,113.00,-34.00,-340.00,,,,,,,,,,,
07/11/2018,05:34:47,17695,54,3504.00,736.00,-1952.00,113.00,-35.00,-343.00,,,,,,,,,,,
07/11/2018,05:34:47,17711,54,3472.00,1456.00,-2240.00,111.00,-35.00,-341.00,,,,,,,,,,,
07/11/2018,05:34:47,17727,54,3520.00,1312.00,-2592.00,113.00,-35.00,-342.00,,,,,,,,,,,
07/11/2018,05:34:47,17743,54,3472.00,1456.00,-2704.00,115.00,-31.00,-338.00,,,,,,,,,,,
07/11/2018,05:34:47,17759,54,3360.00,1504.00,-2400.00,115.00,-28.00,-336.00,,,,,,,,,,,
07/11/2018,05:34:47,17775,54,3232.00,1984.00,-2304.00,116.00,-23.00,-333.00,,,,,,,,,,,
07/11/2018,05:34:47,17791,54,3040.00,1984.00,-1952.00,117.00,-23.00,-332.00,,,,,,,,,,,
07/11/2018,05:34:47,17807,54,2960.00,864.00,16.00,118.00,-22.00,-331.00,,,,,,,,,,,
07/11/2018,05:34:47,17823,54,3136.00,1312.00,-976.00,116.00,-18.00,-344.00,,,,,,,,,,,
07/11/2018,05:34:47,17840,54,2944.00,1472.00,-1312.00,119.00,-22.00,-339.00,,,,,,,,,,,
07/11/2018,05:34:47,17856,54,2864.00,1568.00,-1296.00,120.00,-22.00,-345.00,,,,,,,,,,,
07/11/2018,05:34:47,17873,54,2944.00,1456.00,-1328.00,120.00,-26.00,-347.00,,,,,,,,,,,
07/11/2018,05:34:47,17889,54,3248.00,1264.00,-1376.00,124.00,-31.00,-349.00,,,,,,,,,,,
07/11/2018,05:34:47,17905,54,3680.00,1168.00,-1568.00,130.00,-36.00,-352.00,,,,,,,,,,,
07/11/2018,05:34:47,17921,54,3424.00,992.00,-1632.00,136.00,-44.00,-354.00,,,,,,,,,,,
07/11/2018,05:34:47,17937,54,3408.00,464.00,-2112.00,139.00,-49.00,-351.00,,,,,,,,,,,
07/11/2018,05:34:47,17953,54,3888.00,32.00,-1920.00,151.00,-60.00,-350.00,,,,,,,,,,,
07/11/2018,05:34:47,17969,54,3744.00,-720.00,-1328.00,154.00,-66.00,-350.00,,,,,,,,,,,
07/11/2018,05:34:47,17985,54,3888.00,-384.00,-1504.00,155.00,-70.00,-354.00,,,,,,,,,,,
07/11/2018,05:34:47,18001,54,3648.00,-672.00,-1456.00,154.00,-71.00,-352.00,,,,,,,,,,,
07/11/2018,05:34:47,18017,54,3760.00,-864.00,-1392.00,148.00,-68.00,-355.00,,,,,,,,,,,
07/11/2018,05:34:47,18033,54,3504.00,-960.00,-2304.00,145.00,-59.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:47,18049,54,2800.00,-1168.00,-3520.00,133.00,-58.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:47,18065,54,3088.00,-1120.00,-3696.00,131.00,-57.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:47,18081,54,3472.00,-1120.00,-3152.00,131.00,-55.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:47,18097,54,2912.00,-960.00,-2224.00,134.00,-55.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:47,18113,54,2640.00,-640.00,-2256.00,134.00,-55.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:47,18129,54,2736.00,-480.00,-3296.00,133.00,-55.00,-357.00,,,,,,,,,,,
07/11/2018,05:34:47,18145,54,3024.00,-512.00,-2976.00,133.00,-57.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:47,18161,54,2784.00,-512.00,-2336.00,134.00,-55.00,-357.00,,,,,,,,,,,
07/11/2018,05:34:47,18177,54,2704.00,-960.00,-2192.00,135.00,-53.00,-357.00,,,,,,,,,,,
07/11/2018,05:34:47,18193,54,2608.00,-896.00,-2240.00,137.00,-56.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:47,18209,54,2816.00,-880.00,-2528.00,137.00,-56.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18225,54,2880.00,-1072.00,-2784.00,140.00,-56.00,-352.00,,,,,,,,,,,
07/11/2018,05:34:48,18241,54,2832.00,-1088.00,-3040.00,137.00,-58.00,-357.00,,,,,,,,,,,
07/11/2018,05:34:48,18257,54,2784.00,-992.00,-2896.00,136.00,-56.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18273,54,2832.00,-1168.00,-2368.00,136.00,-57.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18289,54,2688.00,-1072.00,-2688.00,133.00,-58.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18305,54,3120.00,-768.00,-2848.00,132.00,-58.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18321,54,2688.00,-704.00,-2496.00,131.00,-57.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:48,18337,54,2176.00,-1136.00,-3136.00,129.00,-57.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18353,54,1552.00,-1296.00,-3280.00,128.00,-54.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18369,54,2176.00,-816.00,-3088.00,128.00,-53.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:48,18385,54,2480.00,-992.00,-3424.00,129.00,-49.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:48,18401,54,2672.00,-1024.00,-3552.00,131.00,-50.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:48,18417,54,2576.00,-752.00,-3184.00,132.00,-48.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:48,18433,54,2448.00,-832.00,-2704.00,134.00,-50.00,-354.00,,,,,,,,,,,
07/11/2018,05:34:48,18449,54,2704.00,-720.00,-3008.00,134.00,-52.00,-355.00,,,,,,,,,,,
07/11/2018,05:34:48,18465,54,2784.00,-800.00,-3360.00,133.00,-51.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:48,18481,54,2640.00,-944.00,-2896.00,134.00,-51.00,-355.00,,,,,,,,,,,
07/11/2018,05:34:48,18497,54,2448.00,-848.00,-2864.00,134.00,-52.00,-354.00,,,,,,,,,,,
07/11/2018,05:34:48,18513,54,3184.00,6448.00,-4272.00,133.00,-49.00,-352.00,,,,,,,,,,,
07/11/2018,05:34:48,18529,54,3424.00,-176.00,-3328.00,133.00,-50.00,-352.00,,,,,,,,,,,
07/11/2018,05:34:48,18545,54,2720.00,-736.00,-3056.00,133.00,-49.00,-354.00,,,,,,,,,,,
07/11/2018,05:34:48,18561,54,2560.00,-864.00,-2864.00,133.00,-54.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:48,18577,54,2448.00,-960.00,-2608.00,133.00,-54.00,-356.00,,,,,,,,,,,
07/11/2018,05:34:48,18593,54,2176.00,-624.00,-2704.00,132.00,-56.00,-355.00,,,,,,,,,,,
07/11/2018,05:34:48,18609,54,2480.00,-1072.00,-2864.00,132.00,-59.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18625,54,2608.00,-928.00,-3008.00,131.00,-60.00,-358.00,,,,,,,,,,,
07/11/2018,05:34:48,18641,54,2272.00,-1072.00,-2560.00,131.00,-60.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:48,18657,54,2016.00,-1088.00,-2144.00,129.00,-63.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18673,54,2208.00,-1264.00,-2704.00,132.00,-61.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18689,54,2448.00,-1296.00,-3312.00,129.00,-64.00,-359.00,,,,,,,,,,,
07/11/2018,05:34:48,18705,54,2416.00,-1376.00,-3088.00,131.00,-67.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18721,54,2144.00,-1168.00,-2416.00,132.00,-71.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18737,54,2624.00,-1552.00,-3136.00,133.00,-73.00,-362.00,,,,,,,,,,,
07/11/2018,05:34:48,18753,54,2736.00,-1888.00,-3344.00,132.00,-71.00,-362.00,,,,,,,,,,,
07/11/2018,05:34:48,18769,54,2544.00,-1856.00,-3136.00,131.00,-73.00,-362.00,,,,,,,,,,,
07/11/2018,05:34:48,18785,54,2416.00,-1728.00,-2912.00,132.00,-72.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18801,54,2384.00,-1824.00,-2912.00,132.00,-73.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18817,54,2240.00,-1600.00,-2672.00,134.00,-73.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18833,54,2096.00,-1264.00,-2192.00,132.00,-72.00,-362.00,,,,,,,,,,,
07/11/2018,05:34:48,18849,54,2256.00,-1392.00,-2272.00,135.00,-71.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18865,54,2352.00,-1760.00,-2688.00,132.00,-73.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18881,54,2272.00,-1776.00,-2800.00,133.00,-75.00,-363.00,,,,,,,,,,,
07/11/2018,05:34:48,18897,54,2240.00,-1808.00,-2848.00,134.00,-78.00,-362.00,,,,,,,,,,,
07/11/2018,05:34:48,18913,54,2400.00,-2000.00,-3152.00,135.00,-79.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18929,54,2512.00,-2032.00,-3232.00,136.00,-82.00,-363.00,,,,,,,,,,,
07/11/2018,05:34:48,18945,54,2560.00,-1936.00,-2976.00,136.00,-85.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18961,54,2736.00,-1968.00,-2768.00,141.00,-89.00,-360.00,,,,,,,,,,,
07/11/2018,05:34:48,18977,54,2656.00,-2112.00,-2528.00,141.00,-92.00,-361.00,,,,,,,,,,,
07/11/2018,05:34:48,18993,54,2352.00,-2000.00,-1968.00,143.00,-95.00,-361.00,,,,,,,,,,,
