Date(MM/DD/YYYY),Time(hh:mm:ss),Timestamp(Ms),Temp(Raw),ACCELX,ACCELY,ACCELZ,MAGX,MAGY,MAGZ,Sats,HDOP,Latitude,Longitude,FixAge,DateUTC,TimeUTC,DateAge,Altitude,Course,Speed
07/11/2018,05:41:10,321510,24,-960.00,-4048.00,-400.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321526,24,-912.00,-4032.00,-304.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321541,24,-960.00,-4096.00,-320.00,74.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:10,321557,24,-944.00,-4032.00,-368.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321572,24,-928.00,-4080.00,-368.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:10,321588,24,-928.00,-4048.00,-352.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321603,24,-896.00,-4032.00,-368.00,76.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321619,24,-896.00,-4064.00,-304.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321634,24,-960.00,-4000.00,-336.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321650,24,-928.00,-4016.00,-400.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321665,24,-912.00,-4032.00,-352.00,75.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:10,321681,24,-912.00,-4016.00,-336.00,76.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321696,24,-944.00,-4032.00,-304.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321712,24,-896.00,-4032.00,-288.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321728,24,-944.00,-3984.00,-304.00,76.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:10,321744,24,-928.00,-4032.00,-288.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321760,24,-944.00,-4032.00,-320.00,74.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:10,321776,24,-992.00,-4032.00,-352.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321792,24,-960.00,-4032.00,-288.00,76.00,-222.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:10,321808,24,-864.00,-4064.00,-368.00,77.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321824,24,-880.00,-4016.00,-272.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321840,24,-976.00,-4048.00,-256.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321856,24,-896.00,-4032.00,-368.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321872,24,-960.00,-4000.00,-304.00,75.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321888,24,-960.00,-4032.00,-288.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321904,24,-960.00,-4080.00,-304.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:10,321920,24,-928.00,-4032.00,-320.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321936,24,-896.00,-3984.00,-240.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,321952,24,-944.00,-4016.00,-304.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321968,24,-944.00,-4080.00,-320.00,77.00,-224.00,-34.00,,,,,,,,,,,
07/11/2018,05:41:10,321984,24,-928.00,-4048.00,-336.00,76.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:10,321999,24,-960.00,-4032.00,-352.00,75.00,-224.00,-34.00,,,,,,,,,,,
07/11/2018,05:41:10,322015,24,-960.00,-4080.00,-336.00,77.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,322030,24,-944.00,-4048.00,-320.00,75.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:10,322046,24,-928.00,-4064.00,-336.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322061,24,-896.00,-4048.00,-304.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322077,24,-880.00,-4032.00,-304.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322092,24,-896.00,-4032.00,-336.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322108,24,-912.00,-4016.00,-304.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322123,24,-880.00,-4064.00,-288.00,76.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322139,24,-880.00,-4064.00,-320.00,76.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:11,322154,24,-944.00,-4048.00,-320.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322170,24,-976.00,-4032.00,-288.00,77.00,-223.00,-21.00,,,,,,,,,,,
07/11/2018,05:41:11,322185,24,-992.00,-4016.00,-336.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322201,24,-1008.00,-4016.00,-368.00,77.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322216,24,-944.00,-4032.00,-304.00,76.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:11,322232,24,-960.00,-4016.00,-272.00,77.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322247,24,-944.00,-4032.00,-304.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322263,24,-1024.00,-3968.00,-288.00,75.00,-222.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322278,24,-976.00,-4016.00,-288.00,76.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322294,24,-944.00,-4048.00,-304.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322309,24,-944.00,-4016.00,-304.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322325,24,-896.00,-3968.00,-272.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322340,24,-912.00,-4064.00,-304.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322356,24,-880.00,-4016.00,-320.00,77.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322371,24,-864.00,-3984.00,-320.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322387,24,-880.00,-4032.00,-288.00,77.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322402,24,-880.00,-4016.00,-288.00,76.00,-224.00,-34.00,,,,,,,,,,,
07/11/2018,05:41:11,322418,24,-880.00,-4032.00,-320.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322434,24,-896.00,-4064.00,-256.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322450,24,-912.00,-4000.00,-288.00,76.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322466,24,-928.00,-4000.00,-304.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322482,24,-912.00,-4016.00,-288.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322498,24,-896.00,-3984.00,-320.00,75.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322514,24,-976.00,-4016.00,-304.00,76.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:11,322530,24,-944.00,-4032.00,-288.00,76.00,-224.00,-25.00,,,,,,,,,,,
07/11/2018,05:41:11,322546,24,-944.00,-4032.00,-256.00,77.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322562,24,-880.00,-4048.00,-320.00,75.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322578,24,-912.00,-4032.00,-368.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322594,24,-944.00,-4048.00,-368.00,74.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322610,24,-976.00,-4016.00,-336.00,75.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322626,24,-928.00,-4112.00,-320.00,80.00,-220.00,-21.00,,,,,,,,,,,
07/11/2018,05:41:11,322642,24,-960.00,-4048.00,-336.00,76.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322658,24,-976.00,-4000.00,-288.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322673,24,-960.00,-4032.00,-320.00,75.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322689,24,-960.00,-3984.00,-336.00,74.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:11,322704,24,-944.00,-4016.00,-288.00,76.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322719,24,-896.00,-4016.00,-320.00,75.00,-223.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:11,322734,24,-944.00,-4048.00,-384.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322750,24,-928.00,-4032.00,-320.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:11,322765,24,-912.00,-3968.00,-288.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322781,24,-912.00,-4080.00,-272.00,75.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:11,322796,24,-912.00,-4080.00,-352.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:11,322811,24,-944.00,-3984.00,-336.00,74.00,-224.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:11,322826,24,-928.00,-4016.00,-288.00,74.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:12,322842,24,-960.00,-4016.00,-352.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,322857,24,-960.00,-4064.00,-288.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,322873,24,-960.00,-4048.00,-272.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,322888,24,-928.00,-4048.00,-288.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,322903,24,-912.00,-4032.00,-304.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,322918,24,-944.00,-4016.00,-256.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,322934,24,-944.00,-4032.00,-336.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,322949,24,-944.00,-4048.00,-288.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,322965,24,-944.00,-4016.00,-320.00,74.00,-223.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:12,322980,24,-944.00,-4080.00,-304.00,78.00,-224.00,-16.00,,,,,,,,,,,
07/11/2018,05:41:12,322996,24,-976.00,-4096.00,-288.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323011,24,-1056.00,-4064.00,-352.00,72.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323027,24,-992.00,-4032.00,-352.00,77.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323042,24,-976.00,-4000.00,-336.00,75.00,-221.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323058,24,-976.00,-4048.00,-288.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323073,24,-944.00,-4096.00,-208.00,76.00,-225.00,-23.00,,,,,,,,,,,
07/11/2018,05:41:12,323089,24,-960.00,-4048.00,-320.00,76.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323104,24,-1008.00,-3984.00,-272.00,75.00,-225.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:12,323120,24,-944.00,-4032.00,-272.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323136,24,-944.00,-3968.00,-288.00,77.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323152,24,-928.00,-4016.00,-320.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323168,24,-928.00,-4032.00,-336.00,78.00,-224.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:12,323184,24,-912.00,-4048.00,-304.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323200,24,-976.00,-4064.00,-320.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323216,24,-960.00,-4064.00,-368.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323232,24,-928.00,-4064.00,-368.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323248,24,-928.00,-4000.00,-368.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323264,24,-880.00,-3984.00,-320.00,75.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323280,24,-960.00,-4032.00,-320.00,73.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:12,323296,24,-960.00,-4000.00,-368.00,74.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323312,24,-1008.00,-4048.00,-336.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:12,323328,24,-976.00,-4016.00,-320.00,75.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323344,24,-976.00,-4016.00,-336.00,82.00,-221.00,-18.00,,,,,,,,,,,
07/11/2018,05:41:12,323360,24,-944.00,-4032.00,-336.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323375,24,-928.00,-4064.00,-304.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323391,24,-944.00,-4096.00,-320.00,74.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:12,323406,24,-912.00,-4048.00,-80.00,75.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:12,323422,24,-912.00,-4000.00,-288.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323437,24,-960.00,-4064.00,-304.00,74.00,-225.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:12,323452,24,-944.00,-4032.00,-320.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323467,24,-912.00,-4064.00,-336.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323483,24,-928.00,-4048.00,-368.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323498,24,-928.00,-4064.00,-352.00,76.00,-225.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323514,24,-1024.00,-4032.00,-304.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323529,24,-976.00,-4000.00,-304.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323544,24,-944.00,-3984.00,-304.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323559,24,-912.00,-4000.00,-384.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323575,24,-928.00,-4048.00,-400.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:12,323590,24,-944.00,-4064.00,-304.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:12,323606,24,-992.00,-4048.00,-304.00,75.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,323621,24,-992.00,-4112.00,-288.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,323636,24,-960.00,-4064.00,-336.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323651,24,-944.00,-4016.00,-336.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323667,24,-944.00,-4032.00,-320.00,73.00,-224.00,-34.00,,,,,,,,,,,
07/11/2018,05:41:13,323682,24,-976.00,-3984.00,-384.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323698,24,-992.00,-4048.00,-352.00,79.00,-224.00,-19.00,,,,,,,,,,,
07/11/2018,05:41:13,323713,24,-944.00,-3984.00,-352.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,323729,24,-960.00,-4016.00,-368.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323744,24,-928.00,-4064.00,-304.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,323760,24,-960.00,-4048.00,-336.00,75.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323775,24,-1008.00,-4000.00,-304.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,323791,24,-912.00,-4048.00,-304.00,74.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323806,24,-912.00,-4048.00,-384.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323822,24,-928.00,-3984.00,-320.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323838,24,-928.00,-4032.00,-272.00,76.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:13,323854,24,-944.00,-4048.00,-288.00,76.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323870,24,-912.00,-4048.00,-304.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,323886,24,-912.00,-4032.00,-352.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:13,323902,24,-912.00,-4032.00,-368.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323918,24,-976.00,-4016.00,-352.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323934,24,-928.00,-4032.00,-320.00,77.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323950,24,-960.00,-4000.00,-336.00,76.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,323966,24,-960.00,-4048.00,-352.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323982,24,-976.00,-4016.00,-352.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,323998,24,-976.00,-4016.00,-288.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324014,24,-896.00,-3968.00,-304.00,76.00,-225.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324030,24,-912.00,-4016.00,-288.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324046,24,-928.00,-4000.00,-304.00,76.00,-225.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324062,24,-928.00,-4048.00,-288.00,76.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324078,24,-976.00,-4032.00,-256.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324093,24,-928.00,-4016.00,-288.00,74.00,-222.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324108,24,-944.00,-4048.00,-368.00,74.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324124,24,-912.00,-4048.00,-320.00,74.00,-223.00,-34.00,,,,,,,,,,,
07/11/2018,05:41:13,324139,24,-976.00,-4032.00,-368.00,75.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324155,24,-960.00,-4032.00,-384.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324170,24,-1008.00,-4032.00,-336.00,75.00,-225.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324186,24,-960.00,-4000.00,-288.00,73.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324201,24,-944.00,-3984.00,-288.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324217,24,-928.00,-4048.00,-336.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324232,24,-944.00,-4032.00,-304.00,74.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324248,24,-928.00,-4016.00,-336.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324263,24,-944.00,-4048.00,-320.00,74.00,-225.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324279,24,-944.00,-4048.00,-304.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:13,324294,24,-944.00,-3936.00,-336.00,73.00,-223.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:13,324310,24,-928.00,-3952.00,-272.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324325,24,-944.00,-4016.00,-272.00,74.00,-222.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324341,24,-912.00,-4032.00,-240.00,73.00,-222.00,-29.00,,,,,,,,,,,
07/11/2018,05:41:13,324356,24,-944.00,-4000.00,-320.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:13,324372,24,-944.00,-4000.00,-272.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:13,324387,24,-976.00,-4032.00,-256.00,73.00,-222.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324403,24,-912.00,-4016.00,-256.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324418,24,-928.00,-4048.00,-256.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324434,24,-1008.00,-4016.00,-272.00,74.00,-224.00,-28.00,,,,,,,,,,,
07/11/2018,05:41:14,324449,24,-1024.00,-4016.00,-224.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324465,24,-1024.00,-4032.00,-208.00,72.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324480,24,-992.00,-4016.00,-304.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324496,24,-976.00,-4032.00,-256.00,74.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324511,24,-1008.00,-4032.00,-288.00,74.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324527,24,-1008.00,-4016.00,-304.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324542,24,-1008.00,-4048.00,-272.00,73.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324558,24,-992.00,-4032.00,-272.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324574,24,-976.00,-4048.00,-336.00,74.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324590,24,-976.00,-4064.00,-304.00,73.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324606,24,-912.00,-4064.00,-336.00,75.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324622,24,-1008.00,-4048.00,-304.00,73.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324638,24,-992.00,-4064.00,-336.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324654,24,-976.00,-4016.00,-336.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324670,24,-896.00,-4048.00,-288.00,76.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324686,24,-928.00,-4048.00,-256.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324702,24,-896.00,-4016.00,-288.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324718,24,-912.00,-4048.00,-304.00,75.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:14,324734,24,-944.00,-3952.00,-272.00,75.00,-223.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324750,24,-928.00,-4000.00,-320.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324766,24,-896.00,-4048.00,-304.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324782,24,-928.00,-4048.00,-288.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324798,24,-912.00,-4016.00,-288.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324814,24,-912.00,-3984.00,-320.00,73.00,-223.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:14,324830,24,-880.00,-4032.00,-336.00,74.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324845,24,-928.00,-4048.00,-320.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324861,24,-880.00,-4048.00,-368.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324876,24,-976.00,-4016.00,-320.00,75.00,-225.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324892,24,-976.00,-3952.00,-288.00,75.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,324907,24,-976.00,-3968.00,-336.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324923,24,-928.00,-4016.00,-320.00,75.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,324938,24,-960.00,-4016.00,-352.00,74.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324954,24,-928.00,-4032.00,-288.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,324969,24,-976.00,-3984.00,-288.00,76.00,-223.00,-27.00,,,,,,,,,,,
07/11/2018,05:41:14,324985,24,-960.00,-4032.00,-256.00,75.00,-224.00,-30.00,,,,,,,,,,,
07/11/2018,05:41:14,325000,24,-1008.00,-4064.00,-320.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,325016,24,-912.00,-4080.00,-368.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,325031,24,-912.00,-4080.00,-368.00,75.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,325047,24,-944.00,-3984.00,-368.00,74.00,-223.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,325062,24,-960.00,-4000.00,-336.00,74.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,325078,24,-928.00,-4064.00,-384.00,78.00,-227.00,-20.00,,,,,,,,,,,
07/11/2018,05:41:14,325093,24,-944.00,-4048.00,-368.00,76.00,-223.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,325109,24,-896.00,-4032.00,-352.00,74.00,-224.00,-33.00,,,,,,,,,,,
07/11/2018,05:41:14,325124,24,-944.00,-4016.00,-320.00,75.00,-224.00,-31.00,,,,,,,,,,,
07/11/2018,05:41:14,325140,24,-976.00,-4048.00,-320.00,76.00,-224.00,-32.00,,,,,,,,,,,
07/11/2018,05:41:14,325155,24,-1040.00,-4160.00,-384.00,74.00,-224.00,-31.00,,,,,,,,,,,
